Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"RealTimeQueue/BST/Traverse a balanced tree of depth 10/setup",2.021477681930576e-3,1.230476362045322e-3,2.8124790018158297e-3,1.0149417669341341e-3,7.941156703983236e-4,1.2209253433691386e-3
"RealTimeQueue/BST/Traverse a balanced tree of depth 10/test",9.487262078481062e-3,4.570101408518497e-3,1.4334661472198508e-2,6.128535176170191e-3,3.7800475688924465e-3,9.230776273770771e-3
"RealTimeQueue/BST/Traverse a balanced tree of depth 12/setup",7.92919666405235e-3,3.5031623724670643e-3,1.9266667672353133e-2,8.606113518513673e-3,2.3722389034467744e-5,1.0808183001154084e-2
"RealTimeQueue/BST/Traverse a balanced tree of depth 12/test",2.0940776790252757e-2,9.636398280731269e-3,3.68475875507508e-2,1.7341731065299893e-2,9.983931307683134e-3,2.1814728010605695e-2
"RealTimeQueue/BST/Traverse a balanced tree of depth 14/setup",7.115344616281136e-2,3.331532093392951e-2,0.11576776119577034,5.1417501401970246e-2,2.779943445297328e-2,7.097598984715053e-2
"RealTimeQueue/BST/Traverse a balanced tree of depth 14/test",2.88059672962342e-2,2.8258176768890447e-2,2.9400535548797676e-2,7.329322443360242e-4,4.968483134270943e-4,9.508056500423228e-4
"RealTimeQueue/BST/Traverse a balanced tree of depth 16/setup",8.257488819467171e-2,5.8034273112884595e-2,0.15520090671884162,5.419258507162839e-2,3.603037858465728e-4,6.680242185163444e-2
"RealTimeQueue/BST/Traverse a balanced tree of depth 16/test",0.14786476703988655,0.13230828853952034,0.19202441784249885,3.31030958545076e-2,1.3768259533542295e-3,4.1785303104043735e-2
"RealTimeQueue/BST/Traverse a balanced tree of depth 18/setup",0.40383414837228404,0.28779005619393927,0.581326528514496,0.17751871287019552,7.904100660736639e-2,0.24583451602524709
"RealTimeQueue/BST/Traverse a balanced tree of depth 18/test",0.6831523379932557,0.5559532603870545,1.0296591720234072,0.26103439820415736,6.453104077573727e-3,0.3298670092796468
"RealTimeQueue/QueueSort/Run QueueSort with 96 queues of 96 elements/setup",5.2568765605560376e-2,2.9202171290985176e-2,0.11674360844003304,4.7892347005083366e-2,3.558684069133564e-3,6.189821828243524e-2
"RealTimeQueue/QueueSort/Run QueueSort with 96 queues of 96 elements/test",3.033600231135956,3.020434900249115,3.0569971522937927,2.2468941113965503e-2,6.816762139667056e-3,3.126610965151534e-2
"StrictPairQueue/BST/Traverse a balanced tree of depth 2/setup",1.723633697511215e-6,1.6333390015961551e-6,1.847408449215005e-6,1.3409688378820684e-7,6.706762874294202e-8,1.8615626960534307e-7
"StrictPairQueue/BST/Traverse a balanced tree of depth 2/test",2.435945563682498e-6,2.356454703334253e-6,2.5174074949564972e-6,1.0697788690488011e-7,8.139100158868576e-8,1.2171380917503538e-7
