Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"BasicQueue/QueueSort/Run QueueSort with 160 queues of 160 elements/setup",0.611809833886813,0.611809833886813,0.611809833886813,0.0,0.0,0.0
"BasicQueue/QueueSort/Run QueueSort with 160 queues of 160 elements/test",
