(10,1)
(15,2)
(20,3)
(25,4)
(30,6)
(35,7)
(40,8)
(45,10)
(50,12)
(55,14)
(60,17)
(65,20)
(70,23)
(75,26)
(80,29)
(85,33)
(90,37)
(95,41)
(100,45)
(105,50)
(110,55)
(115,60)
(120,65)
(125,71)
(130,76)
(135,82)
(140,89)
(145,94)
(150,102)
(155,108)
(160,116)
(165,123)
(170,130)
(175,138)
(180,144)
(185,153)
(190,162)
(195,170)
(200,179)
(205,187)
(210,198)
(215,208)
(220,216)
(225,226)
(230,236)
(235,247)
(240,258)
(245,268)
(250,283)
(255,292)
(260,304)
(265,315)
(270,325)
(275,338)
(280,351)
(285,361)
(290,376)
(295,388)
(300,401)
(305,416)
(310,431)
(315,444)
(320,462)
(325,473)
(330,487)
(335,502)
(340,517)
(345,534)
(350,550)
(355,566)
(360,580)
(365,598)
(370,612)
(375,630)
(380,648)
(385,664)
(390,691)
(395,700)
(400,719)
(405,731)
(410,756)
(415,775)
(420,793)
(425,812)
(430,833)
(435,858)
(440,866)
(445,891)
(450,908)
(455,932)
(460,953)
(465,977)
(470,1000)
(475,1019)
(480,1038)
(485,1059)
(490,1081)
(495,1100)
(500,1126)
(505,1148)
(510,1172)
(515,1194)
(520,1220)
(525,1241)
(530,1275)
(535,1291)
(540,1312)
(545,1341)
(550,1367)
(555,1387)
(560,1418)
(565,1444)
(570,1476)
(575,1497)
(580,1543)
(585,1556)
(590,1588)
(595,1617)
(600,1650)
(605,1684)
(610,1721)
(615,1752)
(620,1795)
(625,1823)
(630,1882)
(635,1916)
(640,1961)
(645,2029)
(650,2085)
(655,2125)
(660,2164)
(665,2201)
(670,2233)
(675,2277)
(680,2318)
(685,2349)
(690,2378)
(695,2421)
(700,2457)
(705,2495)
(710,2531)
(715,2561)
(720,2592)
(725,2642)
(730,2678)
(735,2717)
(740,2752)
(745,2778)
(750,2829)
(755,2868)
(760,2919)
(765,2937)
(770,2974)
(775,3011)
(780,3062)
(785,3080)
(790,3139)
(795,3182)
(800,3225)
(805,3261)
(810,3304)
(815,3345)
(820,3387)
(825,3415)
(830,3443)
(835,3510)
(840,3571)
(845,3597)
(850,3637)
(855,3666)
(860,3722)
(865,3754)
(870,3810)
(875,3857)
(880,3905)
(885,3927)
(890,3987)
(895,4033)
(900,4066)
(905,4122)
(910,4168)
(915,4217)
(920,4277)
(925,4310)
(930,4352)
(935,4402)
(940,4449)
(945,4498)
(950,4527)
(955,4596)
(960,4645)
(965,4691)
(970,4736)
(975,4787)
(980,4838)
(985,4886)
(990,4932)
(995,4988)
(1000,5069)
