(100,0)
(200,0)
(300,0)
(400,0)
(500,1111)
(600,1111)
(700,2222)
(800,5555)
(900,7777)
(1000,7777)
(1100,13333)
(1200,14444)
(1300,20000)
(1400,25555)
(1500,24444)
(1600,32222)
(1700,38888)
(1800,45555)
(1900,51111)
(2000,53333)
(2100,61111)
(2200,72222)
(2300,77777)
(2400,85555)
(2500,93333)
(2600,104444)
(2700,115555)
(2800,124444)
(2900,134444)
(3000,146666)
(3100,155555)
(3200,171111)
(3300,185555)
(3400,192222)
(3500,225555)
(3600,218888)
(3700,237777)
(3800,248888)
(3900,265555)
(4000,275555)
(4100,293333)
(4200,313333)
(4300,348888)
(4400,362222)
(4500,376666)
(4600,407777)
(4700,408888)
(4800,441111)
(4900,465555)
(5000,495555)
(5100,514444)
(5200,530000)
(5300,561111)
(5400,583333)
(5500,607777)
(5600,655555)
(5700,670000)
(5800,723333)
(5900,722222)
(6000,760000)
(6100,805555)
(6200,801111)
(6300,862222)
(6400,900000)
(6500,906666)
(6600,957777)
(6700,976666)
(6800,1068888)
(6900,1036666)
(7000,1108888)
(7100,1071111)
(7200,1097777)
(7300,1141111)
(7400,1182222)
(7500,1212222)
(7600,1266666)
(7700,1458888)
(7800,1330000)
(7900,1363333)
(8000,1412222)
