(100,0.000)
(200,0.000)
(300,0.000)
(400,1.285)
(500,0.744)
(600,0.803)
(700,1.008)
(800,0.864)
(900,1.635)
(1000,1.895)
(1100,2.399)
(1200,2.444)
(1300,2.644)
(1400,2.962)
(1500,3.159)
(1600,3.523)
(1700,3.654)
(1800,3.996)
(1900,4.295)
(2000,4.408)
(2100,4.938)
(2200,4.958)
(2300,5.148)
(2400,5.484)
(2500,5.827)
(2600,6.216)
(2700,6.498)
(2800,6.757)
(2900,7.062)
(3000,7.375)
(3100,7.788)
(3200,8.081)
(3300,8.325)
(3400,8.663)
(3500,9.168)
(3600,9.353)
(3700,9.931)
(3800,10.081)
(3900,10.699)
(4000,11.607)
(4100,11.290)
(4200,12.594)
(4300,12.652)
(4400,13.186)
(4500,13.774)
(4600,13.638)
(4700,14.283)
(4800,15.465)
(4900,15.372)
(5000,15.933)
(5100,16.769)
(5200,16.756)
(5300,16.894)
(5400,17.375)
(5500,18.421)
(5600,18.995)
(5700,19.264)
(5800,19.323)
(5900,19.950)
(6000,20.672)
(6100,21.917)
(6200,21.523)
(6300,22.065)
(6400,22.766)
(6500,23.564)
(6600,23.352)
(6700,24.360)
(6800,25.143)
(6900,25.053)
(7000,25.624)
(7100,24.587)
(7200,24.942)
(7300,25.641)
(7400,26.202)
(7500,26.251)
(7600,26.843)
(7700,26.959)
(7800,27.357)
(7900,27.754)
(8000,28.205)
