(100,0.000)
(200,0.000)
(300,0.000)
(400,0.000)
(500,0.000)
(600,0.000)
(700,0.000)
(800,0.432)
(900,0.252)
(1000,0.446)
(1100,0.500)
(1200,0.272)
(1300,0.661)
(1400,0.608)
(1500,0.842)
(1600,0.783)
(1700,0.974)
(1800,0.970)
(1900,1.020)
(2000,1.064)
(2100,1.294)
(2200,1.092)
(2300,1.211)
(2400,1.402)
(2500,1.378)
(2600,1.545)
(2700,1.697)
(2800,1.663)
(2900,1.699)
(3000,1.892)
(3100,1.854)
(3200,1.938)
(3300,2.045)
(3400,2.089)
(3500,2.157)
(3600,2.273)
(3700,2.280)
(3800,2.336)
(3900,2.412)
(4000,2.461)
(4100,2.574)
(4200,2.769)
(4300,2.762)
(4400,2.963)
(4500,2.869)
(4600,2.958)
(4700,2.965)
(4800,3.085)
(4900,3.145)
(5000,3.328)
(5100,3.255)
(5200,3.410)
(5300,3.372)
(5400,3.585)
(5500,3.642)
(5600,3.729)
(5700,3.750)
(5800,3.800)
(5900,3.834)
(6000,4.426)
(6100,4.186)
(6200,4.054)
(6300,4.164)
(6400,4.476)
(6500,4.319)
(6600,4.591)
(6700,4.593)
(6800,4.672)
(6900,4.710)
(7000,4.822)
(7100,4.624)
(7200,4.769)
(7300,4.886)
(7400,4.930)
(7500,5.087)
(7600,5.081)
(7700,5.220)
(7800,5.222)
(7900,5.334)
(8000,5.485)
