(100,0)
(200,0)
(300,0)
(400,0)
(500,1111)
(600,1111)
(700,4444)
(800,6666)
(900,7777)
(1000,12222)
(1100,14444)
(1200,17777)
(1300,21111)
(1400,22222)
(1500,30000)
(1600,37777)
(1700,42222)
(1800,43333)
(1900,52222)
(2000,58888)
(2100,65555)
(2200,73333)
(2300,83333)
(2400,91111)
(2500,98888)
(2600,113333)
(2700,124444)
(2800,131111)
(2900,134444)
(3000,153333)
(3100,163333)
(3200,176666)
(3300,187777)
(3400,200000)
(3500,217777)
(3600,222222)
(3700,234444)
(3800,253333)
(3900,272222)
(4000,284444)
(4100,300000)
(4200,321111)
(4300,362222)
(4400,368888)
(4500,392222)
(4600,421111)
(4700,430000)
(4800,464444)
(4900,491111)
(5000,530000)
(5100,540000)
(5200,558888)
(5300,597777)
(5400,614444)
(5500,641111)
(5600,701111)
(5700,710000)
(5800,793333)
(5900,762222)
(6000,820000)
(6100,864444)
(6200,876666)
(6300,914444)
(6400,976666)
(6500,1002222)
(6600,1057777)
(6700,1067777)
(6800,1134444)
(6900,1128888)
(7000,1212222)
(7100,1172222)
(7200,1213333)
(7300,1253333)
(7400,1311111)
(7500,1338888)
(7600,1385555)
(7700,1610000)
(7800,1468888)
(7900,1513333)
(8000,1568888)
