(10,6.599)
(15,5.451)
(20,5.207)
(25,4.938)
(30,4.831)
(35,4.813)
(40,4.691)
(45,4.626)
(50,4.505)
(55,4.535)
(60,4.521)
(65,4.524)
(70,4.424)
(75,4.477)
(80,4.468)
(85,4.480)
(90,4.562)
(95,4.497)
(100,4.476)
(105,4.466)
(110,4.476)
(115,4.459)
(120,4.442)
(125,4.496)
(130,4.472)
(135,4.483)
(140,4.489)
(145,4.464)
(150,4.470)
(155,4.463)
(160,4.481)
(165,4.478)
(170,4.464)
(175,4.447)
(180,4.422)
(185,4.481)
(190,4.489)
(195,4.488)
(200,4.480)
(205,4.476)
(210,4.479)
(215,4.452)
(220,4.478)
(225,4.511)
(230,4.476)
(235,4.457)
(240,4.486)
(245,4.461)
(250,4.484)
(255,4.490)
(260,4.490)
(265,4.481)
(270,4.455)
(275,4.453)
(280,4.491)
(285,4.476)
(290,4.485)
(295,4.434)
(300,4.471)
(305,4.484)
(310,4.484)
(315,4.487)
(320,4.521)
(325,4.461)
(330,4.472)
(335,4.473)
(340,4.475)
(345,4.486)
(350,4.474)
(355,4.488)
(360,4.386)
(365,4.481)
(370,4.495)
(375,4.480)
(380,4.552)
(385,4.503)
(390,4.492)
(395,4.507)
(400,4.504)
(405,4.521)
(410,4.463)
(415,4.509)
(420,4.496)
(425,4.484)
(430,4.498)
(435,4.501)
(440,4.501)
(445,4.516)
(450,4.500)
(455,4.498)
(460,4.524)
(465,4.507)
(470,4.513)
(475,4.515)
(480,4.522)
(485,4.486)
(490,4.516)
(495,4.529)
(500,4.506)
(505,4.517)
(510,4.529)
(515,4.537)
(520,4.557)
(525,4.561)
(530,4.500)
(535,4.538)
(540,4.522)
(545,4.537)
(550,4.542)
(555,4.524)
(560,4.570)
(565,4.550)
(570,4.578)
(575,4.574)
(580,4.562)
(585,4.555)
(590,4.573)
(595,4.627)
(600,4.624)
(605,4.630)
(610,4.626)
(615,4.664)
(620,4.674)
(625,4.711)
(630,4.755)
(635,4.795)
(640,4.802)
(645,4.893)
(650,4.949)
(655,4.940)
(660,4.949)
(665,4.982)
(670,4.985)
(675,4.981)
(680,4.997)
(685,5.005)
(690,5.009)
(695,5.013)
(700,5.014)
(705,5.023)
(710,4.986)
(715,5.024)
(720,5.017)
(725,5.008)
(730,5.027)
(735,5.026)
(740,5.025)
(745,5.001)
(750,5.028)
(755,5.030)
(760,5.053)
(765,5.034)
(770,5.030)
(775,5.027)
(780,5.031)
(785,5.031)
(790,5.011)
(795,5.035)
(800,5.007)
(805,5.010)
(810,5.034)
(815,5.034)
(820,5.018)
(825,5.033)
(830,5.031)
(835,5.033)
(840,5.062)
(845,5.032)
(850,5.032)
(855,5.031)
(860,5.015)
(865,5.015)
(870,5.016)
(875,5.041)
(880,5.024)
(885,5.029)
(890,5.033)
(895,5.034)
(900,5.034)
(905,5.033)
(910,5.034)
(915,5.038)
(920,5.054)
(925,5.037)
(930,5.031)
(935,5.038)
(940,5.019)
(945,5.037)
(950,5.019)
(955,5.041)
(960,5.057)
(965,5.038)
(970,5.035)
(975,5.001)
(980,5.038)
(985,5.034)
(990,5.033)
(995,5.040)
(1000,5.068)
