(10,2)
(15,5)
(20,11)
(25,20)
(30,35)
(35,56)
(40,82)
(45,116)
(50,159)
(55,211)
(60,273)
(65,349)
(70,438)
(75,542)
(80,658)
(85,790)
(90,927)
(95,1097)
(100,1278)
(105,1485)
(110,1706)
(115,1949)
(120,2210)
(125,2505)
(130,2814)
(135,3137)
(140,3529)
(145,3906)
(150,4333)
(155,4790)
(160,6201)
(165,5780)
(170,6350)
(175,6921)
(180,7504)
(185,8131)
(190,8862)
(195,10623)
(200,10288)
(205,12547)
(210,12119)
(215,12888)
(220,13886)
(225,15030)
(230,15761)
(235,16897)
(240,19568)
(245,20687)
(250,20808)
(255,21645)
(260,23668)
(265,26812)
(270,28061)
(275,30687)
(280,32508)
(285,34765)
(290,36830)
(295,38990)
(300,41297)
(305,43101)
(310,46078)
(315,47426)
(320,49776)
(325,53494)
(330,55946)
(335,58688)
(340,61074)
(345,64255)
(350,67374)
(355,70411)
(360,73485)
(365,77387)
(370,81723)
(375,86563)
(380,91385)
(385,95705)
(390,101291)
(395,106719)
(400,110556)
(405,117503)
(410,121028)
(415,126278)
(420,131241)
(425,136260)
(430,140906)
(435,146183)
(440,151357)
(445,156974)
(450,162460)
(455,167812)
(460,173746)
(465,179949)
(470,186015)
