(100,0.000)
(200,0.000)
(300,0.000)
(400,0.000)
(500,0.000)
(600,0.000)
(700,0.000)
(800,0.648)
(900,0.943)
(1000,1.003)
(1100,0.900)
(1200,1.177)
(1300,1.115)
(1400,1.557)
(1500,1.439)
(1600,1.501)
(1700,1.644)
(1800,1.798)
(1900,1.906)
(2000,1.900)
(2100,2.038)
(2200,2.206)
(2300,2.228)
(2400,2.206)
(2500,2.264)
(2600,2.467)
(2700,2.491)
(2800,2.564)
(2900,2.698)
(3000,2.966)
(3100,3.090)
(3200,3.071)
(3300,3.327)
(3400,3.315)
(3500,3.492)
(3600,3.514)
(3700,3.623)
(3800,3.737)
(3900,3.821)
(4000,3.807)
(4100,3.986)
(4200,4.088)
(4300,3.853)
(4400,3.808)
(4500,4.008)
(4600,4.030)
(4700,4.109)
(4800,4.155)
(4900,4.255)
(5000,4.331)
(5100,4.467)
(5200,4.483)
(5300,4.770)
(5400,4.696)
(5500,4.805)
(5600,4.661)
(5700,4.890)
(5800,4.934)
(5900,5.194)
