Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"StrictOkasakiQueue/WorstCase/Run worst-case algorithm with queue of size 1024/test",0.26643880736495174,0.2536004914012066,0.2798281563487164,1.7241085916330678e-2,1.3748744466843411e-2,1.9833589085074575e-2
"StrictOkasakiQueue/WorstCase/Run worst-case algorithm with queue of size 2048/setup",2.639640700484431e-2,1.67237175669781e-2,3.366202246810115e-2,1.076110803784224e-2,6.137549947728422e-3,1.5182985924113547e-2
"StrictOkasakiQueue/WorstCase/Run worst-case algorithm with queue of size 2048/test",0.9706424130168072,0.9562938107218852,0.9931163681712261,2.3548325117294308e-2,1.1487635827467197e-2,3.127276960044436e-2
"StrictOkasakiQueue/QueueSort/Run QueueSort with 1 queues of 1 elements/setup",4.096068086286616e-6,8.419056518524206e-7,1.3830965297939522e-5,7.257851579951448e-6,1.4748739255494321e-8,8.902155016471267e-6
"StrictOkasakiQueue/QueueSort/Run QueueSort with 1 queues of 1 elements/test",1.896521174871524e-6,1.7845681029455729e-6,2.033352707225464e-6,1.5188968505503002e-7,1.0662402999400095e-7,1.8736429212062745e-7
"StrictOkasakiQueue/QueueSort/Run QueueSort with 2 queues of 2 elements/setup",7.543091152935228e-5,1.4508653488868022e-5,1.3658457583778808e-4,7.746416036465435e-5,5.606202170879196e-5,8.645130937729126e-5
"StrictOkasakiQueue/QueueSort/Run QueueSort with 2 queues of 2 elements/test",6.070381429406328e-6,5.8500285879995755e-6,6.209807139710825e-6,2.137400638944552e-7,1.1845571274795979e-7,2.746370692377333e-7
"StrictOkasakiQueue/QueueSort/Run QueueSort with 4 queues of 4 elements/setup",1.0202988566354263e-5,9.559258402780045e-6,1.0459288538888443e-5,4.894299947828328e-7,1.0452078531235566e-7,6.692595737490597e-7
"StrictOkasakiQueue/QueueSort/Run QueueSort with 4 queues of 4 elements/test",2.576992563168631e-5,2.535968584194731e-5,2.6882900853458746e-5,8.454847923795541e-7,5.4985394448457914e-8,1.0797156769571971e-6
"StrictOkasakiQueue/QueueSort/Run QueueSort with 8 queues of 8 elements/setup",4.1027852230534874e-4,6.106164648270101e-5,8.246935500896134e-4,4.8094251309713134e-4,3.527785735340325e-4,5.675548293624901e-4
"StrictOkasakiQueue/QueueSort/Run QueueSort with 8 queues of 8 elements/test",6.01708162108133e-4,3.001594196292394e-4,1.1524443125420732e-3,5.186925290841339e-4,1.4848276179244243e-4,7.194092840589421e-4
"StrictOkasakiQueue/QueueSort/Run QueueSort with 16 queues of 16 elements/setup",2.363795696025671e-3,1.8710559440213582e-4,4.729313312297643e-3,2.9965940413075884e-3,2.22992369844547e-3,3.243656302898126e-3
"StrictOkasakiQueue/QueueSort/Run QueueSort with 16 queues of 16 elements/test",5.887601106527239e-3,2.847931115987689e-3,8.193406789663226e-3,3.307124757156977e-3,1.7797599711523665e-3,4.836951143739546e-3
"StrictOkasakiQueue/QueueSort/Run QueueSort with 32 queues of 32 elements/setup",5.350817557822826e-3,9.978665080181387e-4,1.6829766150962475e-2,8.672015825834213e-3,4.05451806439997e-6,1.0842788618138182e-2
"StrictOkasakiQueue/QueueSort/Run QueueSort with 32 queues of 32 elements/test",0.120041407462608,3.845485579634822e-2,0.21530856024886288,0.11293305236876451,8.763396291396701e-2,0.1378365230178715
"StrictOkasakiQueue/QueueSort/Run QueueSort with 64 queues of 64 elements/setup",4.772399794722712e-2,1.8555630561362866e-2,7.147759329939997e-2,3.2520119416890814e-2,1.8858087380988417e-2,4.223974667802358e-2
"StrictOkasakiQueue/QueueSort/Run QueueSort with 64 queues of 64 elements/test",0.5337868584361187,0.42150730025435607,0.7298201931681744,0.17830459844658328,7.321635452013013e-2,0.22936916346421335
"StrictOkasakiQueue/QueueSort/Run QueueSort with 128 queues of 128 elements/setup",2.3429144736777905e-2,1.6018284675132395e-2,4.5379961844932204e-2,1.638008823088967e-2,1.7925689192009277e-4,2.023671187613084e-2
"StrictOkasakiQueue/QueueSort/Run QueueSort with 128 queues of 128 elements/test",21.323032606956016,21.278130186912072,21.37855733763839,6.385074810960006e-2,3.0199995473937327e-2,9.277034624926747e-2
