Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"PairQueue/WorstCase/Run worst-case algorithm with queue of size 256/test",1.3985070975010212e-3,1.387225130337935e-3,1.404238680142623e-3,1.0375367350084272e-5,4.261147685761392e-6,1.556599828114884e-5
"PairQueue/WorstCase/Run worst-case algorithm with queue of size 512/setup",1.2040269115796457e-3,7.207286098828682e-4,1.92033169063238e-3,7.325195099033562e-4,2.979867245257992e-4,1.0021917265828604e-3
"PairQueue/WorstCase/Run worst-case algorithm with queue of size 512/test",2.4487309352251196e-2,1.4572529689165262e-2,3.685665597090354e-2,1.4152170778906322e-2,1.0096460854049602e-2,1.727512399846158e-2
"PairQueue/WorstCase/Run worst-case algorithm with queue of size 1024/setup",3.759934850380971e-3,1.4404081780176896e-3,9.301593251870228e-3,4.30195645480751e-3,1.2830629352933532e-4,5.480550326026812e-3
"PairQueue/WorstCase/Run worst-case algorithm with queue of size 1024/test",1.3297324076982645e-2,1.32232712663137e-2,1.3399367228838114e-2,1.0956455698350379e-4,5.9086791163392087e-5,1.6218934450660142e-4
"PairQueue/WorstCase/Run worst-case algorithm with queue of size 2048/setup",2.8813218725033296e-3,2.8524414352881604e-3,2.9102023097184993e-3,3.813068552147732e-5,2.6407218095180824e-5,4.914432902521535e-5
"PairQueue/WorstCase/Run worst-case algorithm with queue of size 2048/test",3.376551140913596e-2,3.338714112410178e-2,3.4568123713823465e-2,6.540206533836135e-4,8.106101960658785e-5,8.506452416392927e-4
"PairQueue/QueueSort/Run QueueSort with 1 queues of 1 elements/setup",7.161627770808037e-7,7.121895195495544e-7,7.210333710044421e-7,5.551049906399117e-9,3.4201954584334927e-9,7.651051438254193e-9
"PairQueue/QueueSort/Run QueueSort with 1 queues of 1 elements/test",1.1043841924682966e-6,9.57274856426907e-7,1.3793264687939282e-6,2.9377337747213403e-7,1.250303303319462e-8,3.9037247581418946e-7
"PairQueue/QueueSort/Run QueueSort with 2 queues of 2 elements/setup",9.19289682012525e-6,4.24801763859424e-6,2.011752805567611e-5,8.889661266647207e-6,1.639124642521926e-6,1.1801461482761717e-5
"PairQueue/QueueSort/Run QueueSort with 2 queues of 2 elements/test",1.933124935383226e-5,6.4325024287679766e-6,5.7035789558230495e-5,2.8055573098869232e-5,6.848348242316253e-7,3.490811652592194e-5
"PairQueue/QueueSort/Run QueueSort with 4 queues of 4 elements/setup",1.4919415538924995e-4,5.5208514904896157e-5,2.4270192211288275e-4,1.2572190431874442e-4,9.689658833434858e-5,1.3884545702011778e-4
"PairQueue/QueueSort/Run QueueSort with 4 queues of 4 elements/test",2.6457931685024467e-5,2.6146887138750427e-5,2.7030136274868215e-5,5.942090623981324e-7,7.164304067400745e-8,8.076318158262574e-7
"PairQueue/QueueSort/Run QueueSort with 8 queues of 8 elements/setup",3.0709479176081145e-5,2.9553149067438565e-5,3.11147907605538e-5,8.52783964466067e-7,1.3328003749250113e-7,1.1099914881691722e-6
"PairQueue/QueueSort/Run QueueSort with 8 queues of 8 elements/test",9.585955868623196e-4,3.8608582123731956e-4,1.672290477202489e-3,7.81403962411529e-4,4.2673978410745776e-4,1.0236907381909685e-3
"PairQueue/QueueSort/Run QueueSort with 16 queues of 16 elements/setup",4.660434049117815e-4,2.3261644387995446e-4,7.050515281362133e-4,3.225591194901194e-4,1.7745850047985176e-4,4.225298347491458e-4
"PairQueue/QueueSort/Run QueueSort with 16 queues of 16 elements/test",7.85837639937034e-3,3.700165644975809e-3,1.1913638011308817e-2,5.571232169284674e-3,4.526836921544583e-3,5.807475466101109e-3
"PairQueue/QueueSort/Run QueueSort with 32 queues of 32 elements/setup",3.5110258537989396e-3,1.752021260903432e-3,5.222537465737417e-3,2.267639020416198e-3,1.3815883475323113e-3,2.9182982096306563e-3
"PairQueue/QueueSort/Run QueueSort with 32 queues of 32 elements/test",2.696118821272483e-2,1.993413437971702e-2,4.664273728499045e-2,1.4760790978298419e-2,1.9102622666258148e-4,1.8446360899330914e-2
"PairQueue/QueueSort/Run QueueSort with 64 queues of 64 elements/setup",3.0930189982744362e-2,1.1380581752153543e-2,5.5800967112871316e-2,2.777744552514599e-2,1.592210033666592e-2,3.77539446062472e-2
"PairQueue/QueueSort/Run QueueSort with 64 queues of 64 elements/test",0.48739543427595733,0.43724785317549336,0.5463579701341116,6.987654077931355e-2,5.260581241098146e-2,8.650829662195264e-2
"PairQueue/QueueSort/Run QueueSort with 128 queues of 128 elements/setup",1.7836956874223858e-2,1.1271290675493387e-2,2.4495749369951397e-2,8.637866379553319e-3,6.839274889686588e-3,9.61017571733479e-3
"PairQueue/QueueSort/Run QueueSort with 128 queues of 128 elements/test",21.34617205132613,21.301306109324788,21.39109621514449,5.72455848361575e-2,3.267117961137357e-2,8.594193978851854e-2
"OkasakiQueue/InsertsDeletes/Insert 1 followed by as many deletes/setup",1.0193508965884913e-6,5.165183168176497e-7,1.9074151242476982e-6,8.076648259988142e-7,3.420459553907641e-7,1.0550003170667246e-6
"OkasakiQueue/InsertsDeletes/Insert 1 followed by as many deletes/test",5.721809952305488e-7,5.422423628444067e-7,6.418725798910056e-7,5.420917252771603e-8,1.647670310903769e-9,6.941747360995232e-8
"OkasakiQueue/InsertsDeletes/Insert 2 followed by as many deletes/setup",8.996575824584848e-7,8.91247849025628e-7,9.141241693590495e-7,1.3566348389178986e-8,5.1844141784716816e-9,1.886159770944809e-8
"OkasakiQueue/InsertsDeletes/Insert 2 followed by as many deletes/test",1.2229408545554481e-6,1.1827374029200951e-6,1.2580070665547817e-6,4.8346202125031407e-8,2.764582352349665e-8,7.010609469453768e-8
"OkasakiQueue/InsertsDeletes/Insert 4 followed by as many deletes/setup",2.061593335922568e-6,1.9404869523015158e-6,2.3470657077168628e-6,2.2835158549325175e-7,4.507362988379264e-8,3.106411527204808e-7
"OkasakiQueue/InsertsDeletes/Insert 4 followed by as many deletes/test",1.0312227253279109e-5,4.743362203590801e-6,1.7711974044347865e-5,8.1330430227479e-6,4.8710545668772225e-6,1.0603277422187809e-5
"OkasakiQueue/InsertsDeletes/Insert 8 followed by as many deletes/setup",1.5053396474222505e-5,8.790394038010736e-6,2.4527110896894858e-5,1.0267219977699976e-5,4.677530414857804e-6,1.429964941877013e-5
"OkasakiQueue/InsertsDeletes/Insert 8 followed by as many deletes/test",2.171323695025601e-5,1.0732747647601356e-5,4.187760991990286e-5,1.923878286893386e-5,4.672516695164973e-6,2.569423754078421e-5
"OkasakiQueue/InsertsDeletes/Insert 16 followed by as many deletes/setup",8.049519698501683e-6,7.85746552292501e-6,8.241573874078359e-6,2.487929926230373e-7,1.9107918650800219e-7,3.0298302885622125e-7
"OkasakiQueue/InsertsDeletes/Insert 16 followed by as many deletes/test",7.699444942925808e-6,7.178592047042395e-6,8.220297838809223e-6,6.824558944786429e-7,4.4023378638193434e-7,8.839751217998844e-7
"OkasakiQueue/InsertsDeletes/Insert 32 followed by as many deletes/setup",1.5861320277457295e-5,1.5742663115142328e-5,1.5918038802590934e-5,1.0529466823369256e-7,2.98821418589085e-8,1.4983166837206182e-7
"OkasakiQueue/InsertsDeletes/Insert 32 followed by as many deletes/test",2.804696227671832e-4,7.658872583208704e-5,4.840228469884372e-4,2.5485964304702906e-4,1.3997612118076647e-4,2.811744049352335e-4
"OkasakiQueue/InsertsDeletes/Insert 64 followed by as many deletes/setup",1.1210851135965555e-4,5.474520500438296e-5,1.644717521803854e-4,7.414139119303987e-5,5.8394613968465915e-5,8.05293523048264e-5
"OkasakiQueue/InsertsDeletes/Insert 64 followed by as many deletes/test",8.553228171055134e-4,6.072137667582585e-5,1.6517267019932086e-3,1.0869984212391885e-3,8.859121755123847e-4,1.0907429298919798e-3
"OkasakiQueue/InsertsDeletes/Insert 128 followed by as many deletes/setup",6.175507673850426e-5,5.722512373557457e-5,6.666649946799645e-5,6.120442224976268e-6,3.787029783165411e-6,9.141106373157886e-6
"OkasakiQueue/InsertsDeletes/Insert 128 followed by as many deletes/test",3.458018494803465e-4,7.970236607152e-5,6.739677763121803e-4,3.804765065603773e-4,2.793377976956379e-4,4.495340496754816e-4
