Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"StrictPairQueue/WorstCase/Run worst-case algorithm with queue of size 1/setup",5.250557185044711e-7,4.982138917182024e-7,5.837919512367766e-7,4.909180578323764e-8,1.031756195971797e-8,6.918528948463873e-8
"StrictPairQueue/WorstCase/Run worst-case algorithm with queue of size 1/test",2.9467702540754945e-6,1.8289859169158225e-6,6.1474894700286e-6,2.4005518442527904e-6,9.302965399534943e-8,3.010185028898504e-6
"StrictPairQueue/WorstCase/Run worst-case algorithm with queue of size 2/setup",9.904066890134703e-7,8.782492165910449e-7,1.237556089321569e-6,1.999270184417717e-7,4.703609384588628e-8,2.685314950666101e-7
"StrictPairQueue/WorstCase/Run worst-case algorithm with queue of size 2/test",3.695312016665109e-6,3.40341763196845e-6,4.2063629144681196e-6,4.7548801415651435e-7,1.6769985153160051e-9,6.001848292626267e-7
"StrictPairQueue/WorstCase/Run worst-case algorithm with queue of size 4/setup",4.841800804269101e-5,1.7026460498531844e-5,7.966058748195167e-5,4.202602109119062e-5,3.2460895704095574e-5,4.625742973753693e-5
"StrictPairQueue/WorstCase/Run worst-case algorithm with queue of size 4/test",6.731480082327669e-6,6.259411295706575e-6,6.9317516887729815e-6,3.794527374712519e-7,9.625734919636891e-8,5.35407658999248e-7
"StrictPairQueue/WorstCase/Run worst-case algorithm with queue of size 8/setup",3.123367889672874e-5,4.776118206902982e-6,5.785279954476149e-5,3.6223680178049255e-5,2.9392989396858122e-5,3.646218943451072e-5
"StrictPairQueue/WorstCase/Run worst-case algorithm with queue of size 8/test",1.254979076259064e-5,1.0928544424700015e-5,1.4600190542864077e-5,2.2357014830771567e-6,1.3170293846298608e-6,2.8729191458496223e-6
"StrictPairQueue/WorstCase/Run worst-case algorithm with queue of size 16/setup",8.656441609967839e-6,8.341729085553776e-6,8.885323445905339e-6,3.3105001368922736e-7,1.705984479904016e-7,4.4399659526766875e-7
"StrictPairQueue/WorstCase/Run worst-case algorithm with queue of size 16/test",1.2396669569298723e-4,5.780480261525487e-5,2.0544292690422678e-4,9.341469746869129e-5,6.535172181459699e-5,1.1911575122100691e-4
"StrictPairQueue/WorstCase/Run worst-case algorithm with queue of size 32/setup",1.710123464497588e-5,1.6628109392794696e-5,1.8177401860106165e-5,8.462192701426111e-7,2.9714460408896915e-8,1.088487602346944e-6
