1000	16	1	1997
1000	16	2	1997
1000	16	3	1997
2000	16	1	3997
2000	16	2	3997
2000	16	3	3997
3000	16	1	5997
3000	16	2	5997
3000	16	3	5997
4000	16	1	7997
4000	16	2	7997
4000	16	3	7997
5000	16	1	9997
5000	16	2	9997
5000	16	3	9997
6000	16	1	11997
6000	16	2	11997
6000	16	3	11997
7000	16	1	13997
7000	16	2	13997
7000	16	3	13997
8000	16	1	15997
8000	16	2	15997
8000	16	3	15997
9000	16	1	17997
9000	16	2	17997
9000	16	3	17997
10000	16	1	19997
10000	16	2	19997
10000	16	3	19997
11000	16	1	21997
11000	16	2	21997
11000	16	3	21997
12000	16	1	23997
12000	16	2	23997
12000	16	3	23997
13000	16	1	25997
13000	16	2	25997
13000	16	3	25997
14000	16	1	27997
14000	16	2	27997
14000	16	3	27997
15000	16	1	29997
15000	16	2	29997
15000	16	3	29997
16000	16	1	31997
16000	16	2	31997
16000	16	3	31997
17000	16	1	33997
17000	16	2	33997
17000	16	3	33997
18000	16	1	35997
18000	16	2	35997
18000	16	3	35997
19000	16	1	37997
19000	16	2	37997
19000	16	3	37997
20000	16	1	39997
20000	16	2	39997
20000	16	3	39997
21000	16	1	41997
21000	16	2	41997
21000	16	3	41997
22000	16	1	43997
22000	16	2	43997
22000	16	3	43997
23000	16	1	45997
23000	16	2	45997
23000	16	3	45997
24000	16	1	47997
24000	16	2	47997
24000	16	3	47997
25000	16	1	49997
25000	16	2	49997
25000	16	3	49997
26000	16	1	51997
26000	16	2	51997
26000	16	3	51997
27000	16	1	53997
27000	16	2	53997
27000	16	3	53997
28000	16	1	55997
28000	16	2	55997
28000	16	3	55997
29000	16	1	57997
29000	16	2	57997
29000	16	3	57997
30000	16	1	59997
30000	16	2	59997
30000	16	3	59997
31000	16	1	61997
31000	16	2	61997
31000	16	3	61997
32000	16	1	63997
32000	16	2	63997
32000	16	3	63997
33000	16	1	65997
33000	16	2	65997
33000	16	3	65997
34000	16	1	67997
34000	16	2	67997
34000	16	3	67997
35000	16	1	69997
35000	16	2	69997
35000	16	3	69997
36000	16	1	71997
36000	16	2	71997
36000	16	3	71997
37000	16	1	73997
37000	16	2	73997
37000	16	3	73997
38000	16	1	75997
38000	16	2	75997
38000	16	3	75997
39000	16	1	77997
39000	16	2	77997
39000	16	3	77997
40000	16	1	79997
40000	16	2	79997
40000	16	3	79997
41000	16	1	81997
41000	16	2	81997
41000	16	3	81997
42000	16	1	83997
42000	16	2	83997
42000	16	3	83997
43000	16	1	85997
43000	16	2	85997
43000	16	3	85997
44000	16	1	87997
44000	16	2	87997
44000	16	3	87997
45000	16	1	89997
45000	16	2	89997
45000	16	3	89997
46000	16	1	91997
46000	16	2	91997
46000	16	3	91997
47000	16	1	93997
47000	16	2	93997
47000	16	3	93997
48000	16	1	95997
48000	16	2	95997
48000	16	3	95997
49000	16	1	97997
49000	16	2	97997
49000	16	3	97997
50000	16	1	99997
50000	16	2	99997
50000	16	3	99997
51000	16	1	101997
51000	16	2	101997
51000	16	3	101997
52000	16	1	103997
52000	16	2	103997
52000	16	3	103997
53000	16	1	105997
53000	16	2	105997
53000	16	3	105997
54000	16	1	107997
54000	16	2	107997
54000	16	3	107997
55000	16	1	109997
55000	16	2	109997
55000	16	3	109997
56000	16	1	111997
56000	16	2	111997
56000	16	3	111997
57000	16	1	113997
57000	16	2	113997
57000	16	3	113997
58000	16	1	115997
58000	16	2	115997
58000	16	3	115997
59000	16	1	117997
59000	16	2	117997
59000	16	3	117997
60000	16	1	119997
60000	16	2	119997
60000	16	3	119997
61000	16	1	121997
61000	16	2	121997
61000	16	3	121997
62000	16	1	123997
62000	16	2	123997
62000	16	3	123997
63000	16	1	125997
63000	16	2	125997
63000	16	3	125997
64000	16	1	127997
64000	16	2	127997
64000	16	3	127997
65000	16	1	129997
65000	16	2	129997
65000	16	3	129997
66000	16	1	131997
66000	16	2	131997
66000	16	3	131997
67000	16	1	133997
67000	16	2	133997
67000	16	3	133997
68000	16	1	135997
68000	16	2	135997
68000	16	3	135997
69000	16	1	137997
69000	16	2	137997
69000	16	3	137997
70000	16	1	139997
70000	16	2	139997
70000	16	3	139997
71000	16	1	141997
71000	16	2	141997
71000	16	3	141997
72000	16	1	143997
72000	16	2	143997
72000	16	3	143997
73000	16	1	145997
73000	16	2	145997
73000	16	3	145997
74000	16	1	147997
74000	16	2	147997
74000	16	3	147997
75000	16	1	149997
75000	16	2	149997
75000	16	3	149997
76000	16	1	151997
76000	16	2	151997
76000	16	3	151997
77000	16	1	153997
77000	16	2	153997
77000	16	3	153997
78000	16	1	155997
78000	16	2	155997
78000	16	3	155997
79000	16	1	157997
79000	16	2	157997
79000	16	3	157997
80000	16	1	159997
80000	16	2	159997
80000	16	3	159997
81000	16	1	161997
81000	16	2	161997
81000	16	3	161997
82000	16	1	163997
82000	16	2	163997
82000	16	3	163997
83000	16	1	165997
83000	16	2	165997
83000	16	3	165997
84000	16	1	167997
84000	16	2	167997
84000	16	3	167997
85000	16	1	169997
85000	16	2	169997
85000	16	3	169997
86000	16	1	171997
86000	16	2	171997
86000	16	3	171997
87000	16	1	173997
87000	16	2	173997
87000	16	3	173997
88000	16	1	175997
88000	16	2	175997
88000	16	3	175997
89000	16	1	177997
89000	16	2	177997
89000	16	3	177997
90000	16	1	179997
90000	16	2	179997
90000	16	3	179997
91000	16	1	181997
91000	16	2	181997
91000	16	3	181997
92000	16	1	183997
92000	16	2	183997
92000	16	3	183997
93000	16	1	185997
93000	16	2	185997
93000	16	3	185997
94000	16	1	187997
94000	16	2	187997
94000	16	3	187997
95000	16	1	189997
95000	16	2	189997
95000	16	3	189997
96000	16	1	191997
96000	16	2	191997
96000	16	3	191997
97000	16	1	193997
97000	16	2	193997
97000	16	3	193997
98000	16	1	195997
98000	16	2	195997
98000	16	3	195997
99000	16	1	197997
99000	16	2	197997
99000	16	3	197997
100000	16	1	199997
100000	16	2	199997
100000	16	3	199997
101000	16	1	201997
101000	16	2	201997
101000	16	3	201997
102000	16	1	203997
102000	16	2	203997
102000	16	3	203997
103000	16	1	205997
103000	16	2	205997
103000	16	3	205997
104000	16	1	207997
104000	16	2	207997
104000	16	3	207997
105000	16	1	209997
105000	16	2	209997
105000	16	3	209997
106000	16	1	211997
106000	16	2	211997
106000	16	3	211997
107000	16	1	213997
107000	16	2	213997
107000	16	3	213997
108000	16	1	215997
108000	16	2	215997
108000	16	3	215997
109000	16	1	217997
109000	16	2	217997
109000	16	3	217997
110000	16	1	219997
110000	16	2	219997
110000	16	3	219997
111000	16	1	221997
111000	16	2	221997
111000	16	3	221997
112000	16	1	223997
112000	16	2	223997
112000	16	3	223997
113000	16	1	225997
113000	16	2	225997
113000	16	3	225997
114000	16	1	227997
114000	16	2	227997
114000	16	3	227997
115000	16	1	229997
115000	16	2	229997
115000	16	3	229997
116000	16	1	231997
116000	16	2	231997
116000	16	3	231997
117000	16	1	233997
117000	16	2	233997
117000	16	3	233997
118000	16	1	235997
118000	16	2	235997
118000	16	3	235997
119000	16	1	237997
119000	16	2	237997
119000	16	3	237997
120000	16	1	239997
120000	16	2	239997
120000	16	3	239997
121000	16	1	241997
121000	16	2	241997
121000	16	3	241997
122000	16	1	243997
122000	16	2	243997
122000	16	3	243997
123000	16	1	245997
123000	16	2	245997
123000	16	3	245997
124000	16	1	247997
124000	16	2	247997
124000	16	3	247997
125000	16	1	249997
125000	16	2	249997
125000	16	3	249997
126000	16	1	251997
126000	16	2	251997
126000	16	3	251997
127000	16	1	253997
127000	16	2	253997
127000	16	3	253997
128000	16	1	255997
128000	16	2	255997
128000	16	3	255997
129000	16	1	257997
129000	16	2	257997
129000	16	3	257997
130000	16	1	259997
130000	16	2	259997
130000	16	3	259997
131000	16	1	261997
131000	16	2	261997
131000	16	3	261997
132000	16	1	263997
132000	16	2	263997
132000	16	3	263997
133000	16	1	265997
133000	16	2	265997
133000	16	3	265997
134000	16	1	267997
134000	16	2	267997
134000	16	3	267997
135000	16	1	269997
135000	16	2	269997
135000	16	3	269997
136000	16	1	271997
136000	16	2	271997
136000	16	3	271997
137000	16	1	273997
137000	16	2	273997
137000	16	3	273997
138000	16	1	275997
138000	16	2	275997
138000	16	3	275997
139000	16	1	277997
139000	16	2	277997
139000	16	3	277997
140000	16	1	279997
140000	16	2	279997
140000	16	3	279997
141000	16	1	281997
141000	16	2	281997
141000	16	3	281997
142000	16	1	283997
142000	16	2	283997
142000	16	3	283997
143000	16	1	285997
143000	16	2	285997
143000	16	3	285997
144000	16	1	287997
144000	16	2	287997
144000	16	3	287997
145000	16	1	289997
145000	16	2	289997
145000	16	3	289997
146000	16	1	291997
146000	16	2	291997
146000	16	3	291997
147000	16	1	293997
147000	16	2	293997
147000	16	3	293997
148000	16	1	295997
148000	16	2	295997
148000	16	3	295997
149000	16	1	297997
149000	16	2	297997
149000	16	3	297997
150000	16	1	299997
150000	16	2	299997
150000	16	3	299997
151000	16	1	301997
151000	16	2	301997
151000	16	3	301997
152000	16	1	303997
152000	16	2	303997
152000	16	3	303997
153000	16	1	305997
153000	16	2	305997
153000	16	3	305997
154000	16	1	307997
154000	16	2	307997
154000	16	3	307997
155000	16	1	309997
155000	16	2	309997
