1000	5	1	0
1000	5	2	0
1000	5	3	0
2000	5	1	0
2000	5	2	0
2000	5	3	0
3000	5	1	0
3000	5	2	0
3000	5	3	0
4000	5	1	0
4000	5	2	0
4000	5	3	0
5000	5	1	0
5000	5	2	0
5000	5	3	0
6000	5	1	0
6000	5	2	0
6000	5	3	0
7000	5	1	0
7000	5	2	0
7000	5	3	0
8000	5	1	0
8000	5	2	0
8000	5	3	0
9000	5	1	0
9000	5	2	0
9000	5	3	0
10000	5	1	0
10000	5	2	0
10000	5	3	0
11000	5	1	0
11000	5	2	0
11000	5	3	0
12000	5	1	0
12000	5	2	0
12000	5	3	0
13000	5	1	0
13000	5	2	0
13000	5	3	0
14000	5	1	0
14000	5	2	0
14000	5	3	0
15000	5	1	0
15000	5	2	0
15000	5	3	0
16000	5	1	0
16000	5	2	0
16000	5	3	0
17000	5	1	0
17000	5	2	0
17000	5	3	0
18000	5	1	0
18000	5	2	0
18000	5	3	0
19000	5	1	0
19000	5	2	0
19000	5	3	0
20000	5	1	0
20000	5	2	0
20000	5	3	0
21000	5	1	0
21000	5	2	0
21000	5	3	10000
22000	5	1	0
22000	5	2	0
22000	5	3	0
23000	5	1	0
23000	5	2	0
23000	5	3	0
24000	5	1	10000
24000	5	2	0
24000	5	3	0
25000	5	1	0
25000	5	2	0
25000	5	3	10000
26000	5	1	0
26000	5	2	0
26000	5	3	10000
27000	5	1	0
27000	5	2	0
27000	5	3	0
28000	5	1	0
28000	5	2	0
28000	5	3	0
29000	5	1	0
29000	5	2	0
29000	5	3	0
30000	5	1	0
30000	5	2	0
30000	5	3	0
31000	5	1	0
31000	5	2	0
31000	5	3	0
32000	5	1	10000
32000	5	2	10000
32000	5	3	0
33000	5	1	0
33000	5	2	0
33000	5	3	0
34000	5	1	0
34000	5	2	0
34000	5	3	10000
35000	5	1	0
35000	5	2	0
35000	5	3	0
36000	5	1	0
36000	5	2	0
36000	5	3	0
37000	5	1	10000
37000	5	2	0
37000	5	3	0
38000	5	1	0
38000	5	2	10000
38000	5	3	0
39000	5	1	0
39000	5	2	0
39000	5	3	10000
40000	5	1	10000
40000	5	2	0
40000	5	3	10000
41000	5	1	0
41000	5	2	0
41000	5	3	0
42000	5	1	0
42000	5	2	0
42000	5	3	0
43000	5	1	0
43000	5	2	0
43000	5	3	0
44000	5	1	10000
44000	5	2	0
44000	5	3	0
45000	5	1	0
45000	5	2	0
45000	5	3	0
46000	5	1	0
46000	5	2	0
46000	5	3	0
47000	5	1	0
47000	5	2	0
47000	5	3	0
48000	5	1	0
48000	5	2	0
48000	5	3	0
49000	5	1	10000
49000	5	2	0
49000	5	3	0
50000	5	1	10000
50000	5	2	0
50000	5	3	0
51000	5	1	10000
51000	5	2	10000
51000	5	3	0
52000	5	1	10000
52000	5	2	10000
52000	5	3	0
53000	5	1	10000
53000	5	2	0
53000	5	3	0
54000	5	1	10000
54000	5	2	10000
54000	5	3	10000
55000	5	1	10000
55000	5	2	10000
55000	5	3	20000
56000	5	1	10000
56000	5	2	10000
56000	5	3	10000
57000	5	1	0
57000	5	2	20000
57000	5	3	20000
58000	5	1	10000
58000	5	2	10000
58000	5	3	10000
59000	5	1	0
59000	5	2	10000
59000	5	3	10000
60000	5	1	0
60000	5	2	0
60000	5	3	10000
61000	5	1	0
61000	5	2	10000
61000	5	3	10000
62000	5	1	10000
62000	5	2	0
62000	5	3	20000
63000	5	1	10000
63000	5	2	10000
63000	5	3	0
64000	5	1	10000
64000	5	2	10000
64000	5	3	10000
65000	5	1	10000
65000	5	2	0
65000	5	3	10000
66000	5	1	10000
66000	5	2	10000
66000	5	3	0
67000	5	1	10000
67000	5	2	20000
67000	5	3	10000
68000	5	1	10000
68000	5	2	20000
68000	5	3	10000
69000	5	1	20000
69000	5	2	0
69000	5	3	20000
70000	5	1	0
70000	5	2	10000
70000	5	3	10000
71000	5	1	10000
71000	5	2	10000
71000	5	3	20000
72000	5	1	10000
72000	5	2	0
72000	5	3	10000
73000	5	1	10000
73000	5	2	20000
73000	5	3	20000
74000	5	1	10000
74000	5	2	10000
74000	5	3	10000
75000	5	1	10000
75000	5	2	10000
75000	5	3	10000
76000	5	1	10000
76000	5	2	20000
76000	5	3	20000
77000	5	1	20000
77000	5	2	10000
77000	5	3	10000
78000	5	1	10000
78000	5	2	10000
78000	5	3	10000
79000	5	1	10000
79000	5	2	10000
79000	5	3	10000
80000	5	1	10000
80000	5	2	10000
80000	5	3	20000
81000	5	1	10000
81000	5	2	10000
81000	5	3	10000
82000	5	1	10000
82000	5	2	10000
82000	5	3	10000
83000	5	1	10000
83000	5	2	10000
83000	5	3	10000
84000	5	1	20000
84000	5	2	10000
84000	5	3	20000
85000	5	1	20000
85000	5	2	10000
85000	5	3	20000
86000	5	1	20000
86000	5	2	0
86000	5	3	10000
87000	5	1	10000
87000	5	2	10000
87000	5	3	10000
88000	5	1	20000
88000	5	2	10000
88000	5	3	20000
89000	5	1	10000
89000	5	2	20000
89000	5	3	10000
90000	5	1	10000
90000	5	2	10000
90000	5	3	20000
91000	5	1	20000
91000	5	2	20000
91000	5	3	20000
92000	5	1	20000
92000	5	2	20000
92000	5	3	20000
93000	5	1	10000
93000	5	2	20000
93000	5	3	20000
94000	5	1	10000
94000	5	2	10000
94000	5	3	20000
95000	5	1	20000
95000	5	2	20000
95000	5	3	10000
96000	5	1	10000
96000	5	2	20000
96000	5	3	10000
97000	5	1	20000
97000	5	2	20000
97000	5	3	10000
98000	5	1	10000
98000	5	2	20000
98000	5	3	20000
99000	5	1	20000
99000	5	2	20000
99000	5	3	20000
100000	5	1	20000
100000	5	2	20000
100000	5	3	10000
101000	5	1	20000
101000	5	2	30000
101000	5	3	10000
102000	5	1	20000
102000	5	2	20000
102000	5	3	20000
103000	5	1	20000
103000	5	2	20000
103000	5	3	10000
104000	5	1	10000
104000	5	2	20000
104000	5	3	10000
105000	5	1	20000
105000	5	2	10000
105000	5	3	20000
106000	5	1	20000
106000	5	2	30000
106000	5	3	10000
107000	5	1	20000
107000	5	2	20000
107000	5	3	10000
108000	5	1	10000
108000	5	2	20000
108000	5	3	20000
109000	5	1	10000
109000	5	2	20000
109000	5	3	20000
110000	5	1	20000
110000	5	2	20000
110000	5	3	10000
111000	5	1	20000
111000	5	2	20000
111000	5	3	20000
112000	5	1	10000
112000	5	2	20000
112000	5	3	10000
113000	5	1	20000
113000	5	2	10000
113000	5	3	20000
114000	5	1	20000
114000	5	2	20000
114000	5	3	20000
115000	5	1	20000
115000	5	2	20000
115000	5	3	20000
116000	5	1	10000
116000	5	2	20000
116000	5	3	20000
117000	5	1	10000
117000	5	2	20000
117000	5	3	20000
118000	5	1	20000
118000	5	2	20000
118000	5	3	10000
119000	5	1	20000
119000	5	2	20000
119000	5	3	20000
120000	5	1	20000
120000	5	2	20000
120000	5	3	20000
121000	5	1	20000
121000	5	2	20000
121000	5	3	20000
122000	5	1	10000
122000	5	2	20000
122000	5	3	20000
123000	5	1	20000
123000	5	2	10000
123000	5	3	20000
124000	5	1	20000
124000	5	2	20000
124000	5	3	20000
125000	5	1	20000
125000	5	2	20000
125000	5	3	20000
126000	5	1	30000
126000	5	2	10000
126000	5	3	20000
127000	5	1	20000
127000	5	2	20000
127000	5	3	20000
